,num,1,2,3,4,5,6,bonus
467,497,19,20.0,23.0,24.0,43.0,44.0,13
466,498,13,14.0,24.0,32.0,39.0,41.0,3
465,499,5,20.0,23.0,27.0,35.0,40.0,43
464,500,3,4.0,12.0,20.0,24.0,34.0,41
463,501,1,4.0,10.0,17.0,31.0,42.0,2
462,502,6,22.0,28.0,32.0,34.0,40.0,26
461,503,1,5.0,27.0,30.0,34.0,36.0,40
460,504,6,14.0,22.0,26.0,43.0,44.0,31
459,505,7,20.0,22.0,25.0,38.0,40.0,44
458,506,6,9.0,11.0,22.0,24.0,30.0,31
457,507,12,13.0,32.0,33.0,40.0,41.0,4
456,508,5,27.0,31.0,34.0,35.0,43.0,37
455,509,12,25.0,29.0,35.0,42.0,43.0,24
454,510,12,29.0,32.0,33.0,39.0,40.0,42
453,511,3,7.0,14.0,23.0,26.0,42.0,24
452,512,4,5.0,9.0,13.0,26.0,27.0,1
451,513,5,8.0,21.0,23.0,27.0,33.0,12
450,514,1,15.0,20.0,26.0,35.0,42.0,9
449,515,2,11.0,12.0,15.0,23.0,37.0,8
448,516,2,8.0,23.0,41.0,43.0,44.0,30
447,517,1,9.0,12.0,28.0,36.0,41.0,10
446,518,14,23.0,30.0,32.0,34.0,38.0,6
445,519,6,8.0,13.0,16.0,30.0,43.0,3
444,520,4,22.0,27.0,28.0,38.0,40.0,1
443,521,3,7.0,18.0,29.0,32.0,36.0,19
442,522,4,5.0,13.0,14.0,37.0,41.0,11
441,523,1,4.0,37.0,38.0,40.0,45.0,7
440,524,10,11.0,29.0,38.0,41.0,45.0,21
439,525,11,23.0,26.0,29.0,39.0,44.0,22
438,526,7,14.0,17.0,20.0,35.0,39.0,31
437,527,1,12.0,22.0,32.0,33.0,42.0,38
436,528,5,17.0,25.0,31.0,39.0,40.0,10
435,529,18,20.0,24.0,27.0,31.0,42.0,39
434,530,16,23.0,27.0,29.0,33.0,41.0,22
433,531,1,5.0,9.0,21.0,27.0,35.0,45
432,532,16,17.0,23.0,24.0,29.0,44.0,3
431,533,9,14.0,15.0,17.0,31.0,33.0,23
430,534,10,24.0,26.0,29.0,37.0,38.0,32
429,535,11,12.0,14.0,15.0,18.0,39.0,34
428,536,7,8.0,18.0,32.0,37.0,43.0,12
427,537,12,23.0,26.0,30.0,36.0,43.0,11
426,538,6,10.0,18.0,31.0,32.0,34.0,11
425,539,3,19.0,22.0,31.0,42.0,43.0,26
424,540,3,12.0,13.0,15.0,34.0,36.0,14
423,541,8,13.0,26.0,28.0,32.0,34.0,43
422,542,5,6.0,19.0,26.0,41.0,45.0,34
421,543,13,18.0,26.0,31.0,34.0,44.0,12
420,544,5,17.0,21.0,25.0,36.0,44.0,10
419,545,4,24.0,25.0,27.0,34.0,35.0,2
418,546,8,17.0,20.0,27.0,37.0,43.0,6
417,547,6,7.0,15.0,22.0,34.0,39.0,28
416,548,1,12.0,13.0,21.0,32.0,45.0,14
415,549,29,31.0,35.0,38.0,40.0,44.0,17
414,550,1,7.0,14.0,20.0,34.0,37.0,41
413,551,3,6.0,20.0,24.0,27.0,44.0,25
412,552,1,10.0,20.0,32.0,35.0,40.0,43
411,553,2,7.0,17.0,28.0,29.0,39.0,37
410,554,13,14.0,17.0,32.0,41.0,42.0,6
409,555,11,17.0,21.0,24.0,26.0,36.0,12
408,556,12,20.0,23.0,28.0,30.0,44.0,43
407,557,4,20.0,26.0,28.0,35.0,40.0,31
406,558,12,15.0,19.0,26.0,40.0,43.0,29
405,559,11,12.0,25.0,32.0,44.0,45.0,23
404,560,1,4.0,20.0,23.0,29.0,45.0,28
403,561,5,7.0,18.0,37.0,42.0,45.0,20
402,562,4,11.0,13.0,17.0,20.0,31.0,33
401,563,5,10.0,16.0,17.0,31.0,32.0,21
400,564,14,19.0,25.0,26.0,27.0,34.0,2
399,565,4,10.0,18.0,27.0,40.0,45.0,38
398,566,4,5.0,6.0,25.0,26.0,43.0,41
397,567,1,10.0,15.0,16.0,32.0,41.0,28
396,568,1,3.0,17.0,20.0,31.0,44.0,40
395,569,3,6.0,13.0,23.0,24.0,35.0,1
394,570,1,12.0,26.0,27.0,29.0,33.0,42
393,571,11,18.0,21.0,26.0,38.0,43.0,29
392,572,3,13.0,18.0,33.0,37.0,45.0,1
391,573,2,4.0,20.0,34.0,35.0,43.0,14
390,574,14,15.0,16.0,19.0,25.0,43.0,2
389,575,2,8.0,20.0,30.0,33.0,34.0,6
388,576,10,11.0,15.0,25.0,35.0,41.0,13
387,577,16,17.0,22.0,31.0,34.0,37.0,33
386,578,5,12.0,14.0,32.0,34.0,42.0,16
385,579,5,7.0,20.0,22.0,37.0,42.0,39
384,580,5,7.0,9.0,11.0,32.0,35.0,33
383,581,3,5.0,14.0,20.0,42.0,44.0,33
382,582,2,12.0,14.0,33.0,40.0,41.0,25
381,583,8,17.0,27.0,33.0,40.0,44.0,24
380,584,7,18.0,30.0,39.0,40.0,41.0,36
379,585,6,7.0,10.0,16.0,38.0,41.0,4
378,586,2,7.0,12.0,15.0,21.0,34.0,5
377,587,14,21.0,29.0,31.0,32.0,37.0,17
376,588,2,8.0,15.0,22.0,25.0,41.0,30
375,589,6,8.0,28.0,33.0,38.0,39.0,22
374,590,20,30.0,36.0,38.0,41.0,45.0,23
373,591,8,13.0,14.0,30.0,38.0,39.0,5
372,592,2,5.0,6.0,13.0,28.0,44.0,43
371,593,9,10.0,13.0,24.0,33.0,38.0,28
370,594,2,8.0,13.0,25.0,28.0,37.0,3
369,595,8,24.0,28.0,35.0,38.0,40.0,5
368,596,3,4.0,12.0,14.0,25.0,43.0,17
367,597,8,10.0,23.0,24.0,35.0,43.0,37
366,598,4,12.0,24.0,33.0,38.0,45.0,22
365,599,5,12.0,17.0,29.0,34.0,35.0,27
364,600,5,11.0,14.0,27.0,29.0,36.0,44
363,601,2,16.0,19.0,31.0,34.0,35.0,37
362,602,13,14.0,22.0,27.0,30.0,38.0,2
361,603,2,19.0,25.0,26.0,27.0,43.0,28
360,604,2,6.0,18.0,21.0,33.0,34.0,30
359,605,1,2.0,7.0,9.0,10.0,38.0,42
358,606,1,5.0,6.0,14.0,20.0,39.0,22
357,607,8,14.0,23.0,36.0,38.0,39.0,13
356,608,4,8.0,18.0,19.0,39.0,44.0,41
355,609,4,8.0,27.0,34.0,39.0,40.0,13
354,610,14,18.0,20.0,23.0,28.0,36.0,33
353,611,2,22.0,27.0,33.0,36.0,37.0,14
352,612,6,9.0,18.0,19.0,25.0,33.0,40
351,613,7,8.0,11.0,16.0,41.0,44.0,35
350,614,8,21.0,25.0,39.0,40.0,44.0,18
349,615,10,17.0,18.0,19.0,23.0,27.0,35
348,616,5,13.0,18.0,23.0,40.0,45.0,3
347,617,4,5.0,11.0,12.0,24.0,27.0,28
346,618,8,16.0,25.0,30.0,42.0,43.0,15
345,619,6,8.0,13.0,30.0,35.0,40.0,21
344,620,2,16.0,17.0,32.0,39.0,45.0,40
343,621,1,2.0,6.0,16.0,19.0,42.0,9
342,622,9,15.0,16.0,21.0,28.0,34.0,24
341,623,7,13.0,30.0,39.0,41.0,45.0,25
340,624,1,7.0,19.0,26.0,27.0,35.0,16
339,625,3,6.0,7.0,20.0,21.0,39.0,13
338,626,13,14.0,26.0,33.0,40.0,43.0,15
337,627,2,9.0,22.0,25.0,31.0,45.0,12
336,628,1,7.0,12.0,15.0,23.0,42.0,11
335,629,19,28.0,31.0,38.0,43.0,44.0,1
334,630,8,17.0,21.0,24.0,27.0,31.0,15
333,631,1,2.0,4.0,23.0,31.0,34.0,8
332,632,15,18.0,21.0,32.0,35.0,44.0,6
331,633,9,12.0,19.0,20.0,39.0,41.0,13
330,634,4,10.0,11.0,12.0,20.0,27.0,38
329,635,11,13.0,25.0,26.0,29.0,33.0,32
328,636,6,7.0,15.0,16.0,20.0,31.0,26
327,637,3,16.0,22.0,37.0,38.0,44.0,23
326,638,7,18.0,22.0,24.0,31.0,34.0,6
325,639,6,15.0,22.0,23.0,25.0,32.0,40
324,640,14,15.0,18.0,21.0,26.0,35.0,23
323,641,11,18.0,21.0,36.0,37.0,43.0,12
322,642,8,17.0,18.0,24.0,39.0,45.0,32
321,643,15,24.0,31.0,32.0,33.0,40.0,13
320,644,5,13.0,17.0,23.0,28.0,36.0,8
319,645,1,4.0,16.0,26.0,40.0,41.0,31
318,646,2,9.0,24.0,41.0,43.0,45.0,30
317,647,5,16.0,21.0,23.0,24.0,30.0,29
316,648,13,19.0,28.0,37.0,38.0,43.0,4
315,649,3,21.0,22.0,33.0,41.0,42.0,20
314,650,3,4.0,7.0,11.0,31.0,41.0,35
313,651,11,12.0,16.0,26.0,29.0,44.0,18
312,652,3,13.0,15.0,40.0,41.0,44.0,20
311,653,5,6.0,26.0,27.0,38.0,39.0,1
310,654,16,21.0,26.0,31.0,36.0,43.0,6
309,655,7,37.0,38.0,39.0,40.0,44.0,18
308,656,3,7.0,14.0,16.0,31.0,40.0,39
307,657,10,14.0,19.0,39.0,40.0,43.0,23
306,658,8,19.0,25.0,28.0,32.0,36.0,37
305,659,7,18.0,19.0,27.0,29.0,42.0,45
304,660,4,9.0,23.0,33.0,39.0,44.0,14
303,661,2,3.0,12.0,20.0,27.0,38.0,40
302,662,5,6.0,9.0,11.0,15.0,37.0,26
301,663,3,5.0,8.0,19.0,38.0,42.0,20
300,664,10,20.0,33.0,36.0,41.0,44.0,5
299,665,5,6.0,11.0,17.0,38.0,44.0,13
298,666,2,4.0,6.0,11.0,17.0,28.0,16
297,667,15,17.0,25.0,37.0,42.0,43.0,13
296,668,12,14.0,15.0,24.0,27.0,32.0,3
295,669,7,8.0,20.0,29.0,33.0,38.0,9
294,670,11,18.0,26.0,27.0,40.0,41.0,25
293,671,7,9.0,10.0,13.0,31.0,35.0,24
292,672,8,21.0,28.0,31.0,36.0,45.0,43
291,673,7,10.0,17.0,29.0,33.0,44.0,5
290,674,9,10.0,14.0,25.0,27.0,31.0,11
289,675,1,8.0,11.0,15.0,18.0,45.0,7
288,676,1,8.0,17.0,34.0,39.0,45.0,27
287,677,12,15.0,24.0,36.0,41.0,44.0,42
286,678,4,5.0,6.0,12.0,25.0,37.0,45
285,679,3,5.0,7.0,14.0,26.0,34.0,35
284,680,4,10.0,19.0,29.0,32.0,42.0,30
283,681,21,24.0,27.0,29.0,43.0,44.0,7
282,682,17,23.0,27.0,35.0,38.0,43.0,2
281,683,6,13.0,20.0,27.0,28.0,40.0,15
280,684,1,11.0,15.0,17.0,25.0,39.0,40
279,685,6,7.0,12.0,28.0,38.0,40.0,18
278,686,7,12.0,15.0,24.0,25.0,43.0,13
277,687,1,8.0,10.0,13.0,28.0,42.0,45
276,688,5,15.0,22.0,23.0,34.0,35.0,2
275,689,7,17.0,19.0,30.0,36.0,38.0,34
274,690,24,25.0,33.0,34.0,38.0,39.0,43
273,691,15,27.0,33.0,35.0,43.0,45.0,16
272,692,3,11.0,14.0,15.0,32.0,36.0,44
271,693,1,6.0,11.0,28.0,34.0,42.0,30
270,694,7,15.0,20.0,25.0,33.0,43.0,12
269,695,4,18.0,26.0,33.0,34.0,38.0,14
268,696,1,7.0,16.0,18.0,34.0,38.0,21
267,697,2,5.0,8.0,11.0,33.0,39.0,31
266,698,3,11.0,13.0,21.0,33.0,37.0,18
265,699,4,5.0,8.0,16.0,21.0,29.0,3
264,700,11,23.0,28.0,29.0,30.0,44.0,13
263,701,3,10.0,14.0,16.0,36.0,38.0,35
262,702,3,13.0,16.0,24.0,26.0,29.0,9
261,703,10,28.0,31.0,33.0,41.0,44.0,21
260,704,1,4.0,8.0,23.0,33.0,42.0,45
259,705,1,6.0,17.0,22.0,28.0,45.0,23
258,706,3,4.0,6.0,10.0,28.0,30.0,37
257,707,2,12.0,19.0,24.0,39.0,44.0,35
256,708,2,10.0,16.0,19.0,34.0,45.0,1
255,709,10,18.0,30.0,36.0,39.0,44.0,32
254,710,3,4.0,9.0,24.0,25.0,33.0,10
253,711,11,15.0,24.0,35.0,37.0,45.0,42
252,712,17,20.0,30.0,31.0,33.0,45.0,19
251,713,2,5.0,15.0,18.0,19.0,23.0,44
250,714,1,7.0,22.0,33.0,37.0,40.0,20
249,715,2,7.0,27.0,33.0,41.0,44.0,10
248,716,2,6.0,13.0,16.0,29.0,30.0,21
247,717,2,11.0,19.0,25.0,28.0,32.0,44
246,718,4,11.0,20.0,23.0,32.0,39.0,40
245,719,4,8.0,13.0,19.0,20.0,43.0,26
244,720,1,12.0,29.0,34.0,36.0,37.0,41
243,721,1,28.0,35.0,41.0,43.0,44.0,31
242,722,12,14.0,21.0,30.0,39.0,43.0,45
241,723,20,30.0,33.0,35.0,36.0,44.0,22
240,724,2,8.0,33.0,35.0,37.0,41.0,14
239,725,6,7.0,19.0,21.0,41.0,43.0,38
238,726,1,11.0,21.0,23.0,34.0,44.0,24
237,727,7,8.0,10.0,19.0,21.0,31.0,20
236,728,3,6.0,10.0,30.0,34.0,37.0,36
235,729,11,17.0,21.0,26.0,36.0,45.0,16
234,730,4,10.0,14.0,15.0,18.0,22.0,39
233,731,2,7.0,13.0,25.0,42.0,45.0,39
232,732,2,4.0,5.0,17.0,27.0,32.0,43
231,733,11,24.0,32.0,33.0,35.0,40.0,13
230,734,6,16.0,37.0,38.0,41.0,45.0,18
229,735,5,10.0,13.0,27.0,37.0,41.0,4
228,736,2,11.0,17.0,18.0,21.0,27.0,6
227,737,13,15.0,18.0,24.0,27.0,41.0,11
226,738,23,27.0,28.0,38.0,42.0,43.0,36
225,739,7,22.0,29.0,33.0,34.0,35.0,30
224,740,4,8.0,9.0,16.0,17.0,19.0,31
223,741,5,21.0,27.0,34.0,44.0,45.0,16
222,742,8,10.0,13.0,36.0,37.0,40.0,6
221,743,15,19.0,21.0,34.0,41.0,44.0,10
220,744,10,15.0,18.0,21.0,34.0,41.0,43
219,745,1,2.0,3.0,9.0,12.0,23.0,10
218,746,3,12.0,33.0,36.0,42.0,45.0,25
217,747,7,9.0,12.0,14.0,23.0,28.0,17
216,748,3,10.0,13.0,22.0,31.0,32.0,29
215,749,12,14.0,24.0,26.0,34.0,45.0,41
214,750,1,2.0,15.0,19.0,24.0,36.0,12
213,751,3,4.0,16.0,20.0,28.0,44.0,17
212,752,4,16.0,20.0,33.0,40.0,43.0,7
211,753,2,17.0,19.0,24.0,37.0,41.0,3
210,754,2,8.0,17.0,24.0,29.0,31.0,32
209,755,13,14.0,26.0,28.0,30.0,36.0,37
208,756,10,14.0,16.0,18.0,27.0,28.0,4
207,757,6,7.0,11.0,17.0,33.0,44.0,1
206,758,5,9.0,12.0,30.0,39.0,43.0,24
205,759,9,33.0,36.0,40.0,42.0,43.0,32
204,760,10,22.0,27.0,31.0,42.0,43.0,12
203,761,4,7.0,11.0,24.0,42.0,45.0,30
202,762,1,3.0,12.0,21.0,26.0,41.0,16
201,763,3,8.0,16.0,32.0,34.0,43.0,10
200,764,7,22.0,24.0,31.0,34.0,36.0,15
199,765,1,3.0,8.0,12.0,42.0,43.0,33
198,766,9,30.0,34.0,35.0,39.0,41.0,21
197,767,5,15.0,20.0,31.0,34.0,42.0,22
196,768,7,27.0,29.0,30.0,38.0,44.0,4
195,769,5,7.0,11.0,16.0,41.0,45.0,4
194,770,1,9.0,12.0,23.0,39.0,43.0,34
193,771,6,10.0,17.0,18.0,21.0,29.0,30
192,772,5,6.0,11.0,14.0,21.0,41.0,32
191,773,8,12.0,19.0,21.0,31.0,35.0,44
190,774,12,15.0,18.0,28.0,34.0,42.0,9
189,775,11,12.0,29.0,33.0,38.0,42.0,17
188,776,8,9.0,18.0,21.0,28.0,40.0,20
187,777,6,12.0,17.0,21.0,34.0,37.0,18
186,778,6,21.0,35.0,36.0,37.0,41.0,11
185,779,6,12.0,19.0,24.0,34.0,41.0,4
184,780,15,17.0,19.0,21.0,27.0,45.0,16
183,781,11,16.0,18.0,19.0,24.0,39.0,43
182,782,6,18.0,31.0,34.0,38.0,45.0,20
181,783,14,15.0,16.0,17.0,38.0,45.0,36
180,784,3,10.0,23.0,24.0,31.0,39.0,22
179,785,4,6.0,15.0,25.0,26.0,33.0,40
178,786,12,15.0,16.0,20.0,24.0,30.0,38
177,787,5,6.0,13.0,16.0,27.0,28.0,9
176,788,2,10.0,11.0,19.0,35.0,39.0,29
175,789,2,6.0,7.0,12.0,19.0,45.0,38
174,790,3,8.0,19.0,27.0,30.0,41.0,12
173,791,2,10.0,12.0,31.0,33.0,42.0,32
172,792,2,7.0,19.0,25.0,29.0,36.0,16
171,793,10,15.0,21.0,35.0,38.0,43.0,31
170,794,6,7.0,18.0,19.0,30.0,38.0,13
169,795,3,10.0,13.0,26.0,34.0,38.0,36
168,796,1,21.0,26.0,36.0,40.0,41.0,5
167,797,5,22.0,31.0,32.0,39.0,45.0,36
166,798,2,10.0,14.0,22.0,32.0,36.0,41
165,799,12,17.0,23.0,34.0,42.0,45.0,33
164,800,1,4.0,10.0,12.0,28.0,45.0,26
163,801,17,25.0,28.0,37.0,43.0,44.0,2
162,802,10,11.0,12.0,18.0,24.0,42.0,27
161,803,5,9.0,14.0,26.0,30.0,43.0,2
160,804,1,10.0,13.0,26.0,32.0,36.0,9
159,805,3,12.0,13.0,18.0,31.0,32.0,42
158,806,14,20.0,23.0,31.0,37.0,38.0,27
157,807,6,10.0,18.0,25.0,34.0,35.0,33
156,808,15,21.0,31.0,32.0,41.0,43.0,24
155,809,6,11.0,15.0,17.0,23.0,40.0,39
154,810,5,10.0,13.0,21.0,39.0,43.0,11
153,811,8,11.0,19.0,21.0,36.0,45.0,25
152,812,1,3.0,12.0,14.0,16.0,43.0,10
151,813,11,30.0,34.0,35.0,42.0,44.0,27
150,814,2,21.0,28.0,38.0,42.0,45.0,30
149,815,17,21.0,25.0,26.0,27.0,36.0,4
148,816,12,18.0,19.0,29.0,31.0,39.0,7
147,817,3,9.0,12.0,13.0,25.0,43.0,34
146,818,14,15.0,25.0,28.0,29.0,30.0,3
145,819,16,25.0,33.0,38.0,40.0,45.0,15
144,820,10,21.0,22.0,30.0,35.0,42.0,6
143,821,1,12.0,13.0,24.0,29.0,44.0,16
142,822,9,18.0,20.0,24.0,27.0,36.0,12
141,823,12,18.0,24.0,26.0,39.0,40.0,15
140,824,7,9.0,24.0,29.0,34.0,38.0,26
139,825,8,15.0,21.0,31.0,33.0,38.0,42
138,826,13,16.0,24.0,25.0,33.0,36.0,42
137,827,5,11.0,12.0,29.0,33.0,44.0,14
136,828,4,7.0,13.0,29.0,31.0,39.0,18
135,829,4,5.0,31.0,35.0,43.0,45.0,29
134,830,5,6.0,16.0,18.0,37.0,38.0,17
133,831,3,10.0,16.0,19.0,31.0,39.0,9
132,832,13,14.0,19.0,26.0,40.0,43.0,30
131,833,12,18.0,30.0,39.0,41.0,42.0,19
130,834,6,8.0,18.0,35.0,42.0,43.0,3
129,835,9,10.0,13.0,28.0,38.0,45.0,35
128,836,1,9.0,11.0,14.0,26.0,28.0,19
127,837,2,25.0,28.0,30.0,33.0,45.0,6
126,838,9,14.0,17.0,33.0,36.0,38.0,20
125,839,3,9.0,11.0,12.0,13.0,19.0,35
124,840,2,4.0,11.0,28.0,29.0,43.0,27
123,841,5,11.0,14.0,30.0,33.0,38.0,24
122,842,14,26.0,32.0,36.0,39.0,42.0,38
121,843,19,21.0,30.0,33.0,34.0,42.0,4
120,844,7,8.0,13.0,15.0,33.0,45.0,18
119,845,1,16.0,29.0,33.0,40.0,45.0,6
118,846,5,18.0,30.0,41.0,43.0,45.0,13
117,847,12,16.0,26.0,28.0,30.0,42.0,22
116,848,1,2.0,16.0,22.0,38.0,39.0,34
115,849,5,13.0,17.0,29.0,34.0,39.0,3
114,850,16,20.0,24.0,28.0,36.0,39.0,5
113,851,14,18.0,22.0,26.0,31.0,44.0,40
112,852,11,17.0,28.0,30.0,33.0,35.0,9
111,853,2,8.0,23.0,26.0,27.0,44.0,13
110,854,20,25.0,31.0,32.0,36.0,43.0,3
109,855,8,15.0,17.0,19.0,43.0,44.0,7
108,856,10,24.0,40.0,41.0,43.0,44.0,17
107,857,6,10.0,16.0,28.0,34.0,38.0,43
106,858,9,13.0,32.0,38.0,39.0,43.0,23
105,859,8,22.0,35.0,38.0,39.0,41.0,24
104,860,4,8.0,18.0,25.0,27.0,32.0,42
103,861,11,17.0,19.0,21.0,22.0,25.0,24
102,862,10,34.0,38.0,40.0,42.0,43.0,32
101,863,16,21.0,28.0,35.0,39.0,43.0,12
100,864,3,7.0,10.0,13.0,25.0,36.0,32
99,865,3,15.0,22.0,32.0,33.0,45.0,2
98,866,9,15.0,29.0,34.0,37.0,39.0,12
97,867,14,17.0,19.0,22.0,24.0,40.0,41
96,868,12,17.0,28.0,41.0,43.0,44.0,25
95,869,2,6.0,20.0,27.0,37.0,39.0,4
94,870,21,25.0,30.0,32.0,40.0,42.0,31
93,871,2,6.0,12.0,26.0,30.0,34.0,38
92,872,2,4.0,30.0,32.0,33.0,43.0,29
91,873,3,5.0,12.0,13.0,33.0,39.0,38
90,874,1,15.0,19.0,23.0,28.0,42.0,32
89,875,19,22.0,30.0,34.0,39.0,44.0,36
88,876,5,16.0,21.0,26.0,34.0,42.0,24
87,877,5,17.0,18.0,22.0,23.0,43.0,12
86,878,2,6.0,11.0,16.0,25.0,31.0,3
85,879,1,4.0,10.0,14.0,15.0,35.0,20
84,880,7,17.0,19.0,23.0,24.0,45.0,38
83,881,4,18.0,20.0,26.0,27.0,32.0,9
82,882,18,34.0,39.0,43.0,44.0,45.0,23
81,883,9,18.0,32.0,33.0,37.0,44.0,22
80,884,4,14.0,23.0,28.0,37.0,45.0,17
79,885,1,3.0,24.0,27.0,39.0,45.0,31
78,886,19,23.0,28.0,37.0,42.0,45.0,2
77,887,8,14.0,17.0,27.0,36.0,45.0,10
76,888,3,7.0,12.0,31.0,34.0,38.0,32
75,889,3,13.0,29.0,38.0,39.0,42.0,26
74,890,1,4.0,14.0,18.0,29.0,37.0,6
73,891,9,13.0,28.0,31.0,39.0,41.0,19
72,892,4,9.0,17.0,18.0,26.0,42.0,36
71,893,1,15.0,17.0,23.0,25.0,41.0,10
70,894,19,32.0,37.0,40.0,41.0,43.0,45
69,895,16,26.0,31.0,38.0,39.0,41.0,23
68,896,5,12.0,25.0,26.0,38.0,45.0,23
67,897,6,7.0,12.0,22.0,26.0,36.0,29
66,898,18,21.0,28.0,35.0,37.0,42.0,17
65,899,8,19.0,20.0,21.0,33.0,39.0,37
64,900,7,13.0,16.0,18.0,35.0,38.0,14
63,901,5,18.0,20.0,23.0,30.0,34.0,21
62,902,7,19.0,23.0,24.0,36.0,39.0,30
61,903,2,15.0,16.0,21.0,22.0,28.0,45
60,904,2,6.0,8.0,26.0,43.0,45.0,11
59,905,3,4.0,16.0,27.0,38.0,40.0,20
58,906,2,5.0,14.0,28.0,31.0,32.0,20
57,907,21,27.0,29.0,38.0,40.0,44.0,37
56,908,3,16.0,21.0,22.0,23.0,44.0,30
55,909,7,24.0,29.0,30.0,34.0,35.0,33
54,910,1,11.0,17.0,27.0,35.0,39.0,31
53,911,4,5.0,12.0,14.0,32.0,42.0,35
52,912,5,8.0,18.0,21.0,22.0,38.0,10
51,913,6,14.0,16.0,21.0,27.0,37.0,40
50,914,16,19.0,24.0,33.0,42.0,44.0,27
49,915,2,6.0,11.0,13.0,22.0,37.0,14
48,916,6,21.0,22.0,32.0,35.0,36.0,17
47,917,1,3.0,23.0,24.0,27.0,43.0,34
46,918,7,11.0,12.0,31.0,33.0,38.0,5
45,919,9,14.0,17.0,18.0,42.0,44.0,35
44,920,2,3.0,26.0,33.0,34.0,43.0,29
43,921,5,7.0,12.0,22.0,28.0,41.0,1
42,922,2,6.0,13.0,17.0,27.0,43.0,36
41,923,3,17.0,18.0,23.0,36.0,41.0,26
40,924,3,11.0,34.0,42.0,43.0,44.0,13
39,925,13,24.0,32.0,34.0,39.0,42.0,4
38,926,10,16.0,18.0,20.0,25.0,31.0,6
37,927,4,15.0,22.0,38.0,41.0,43.0,26
36,928,3,4.0,10.0,20.0,28.0,44.0,30
35,929,7,9.0,12.0,15.0,19.0,23.0,4
34,930,8,21.0,25.0,38.0,39.0,44.0,28
33,931,14,15.0,23.0,25.0,35.0,43.0,32
32,932,1,6.0,15.0,36.0,37.0,38.0,5
31,933,23,27.0,29.0,31.0,36.0,45.0,37
30,934,1,3.0,30.0,33.0,36.0,39.0,12
29,935,4,10.0,20.0,32.0,38.0,44.0,18
28,936,7,11.0,13.0,17.0,18.0,29.0,43
27,937,2,10.0,13.0,22.0,29.0,40.0,26
26,938,4,8.0,10.0,16.0,31.0,36.0,9
25,939,4,11.0,28.0,39.0,42.0,45.0,6
24,940,3,15.0,20.0,22.0,24.0,41.0,11
23,941,12,14.0,25.0,27.0,39.0,40.0,35
22,942,10,12.0,18.0,35.0,42.0,43.0,39
21,943,1,8.0,13.0,36.0,44.0,45.0,39
20,944,2,13.0,16.0,19.0,32.0,33.0,42
19,945,9,10.0,15.0,30.0,33.0,37.0,26
18,946,9,18.0,19.0,30.0,34.0,40.0,20
17,947,3,8.0,17.0,20.0,27.0,35.0,26
16,948,13,18.0,30.0,31.0,38.0,41.0,5
15,949,14,21.0,35.0,36.0,40.0,44.0,30
14,950,3,4.0,15.0,22.0,28.0,40.0,10
13,951,2,12.0,30.0,31.0,39.0,43.0,38
12,952,4,12.0,22.0,24.0,33.0,41.0,38
11,953,7,9.0,22.0,27.0,37.0,42.0,34
10,954,1,9.0,26.0,28.0,30.0,41.0,32
9,955,4,9.0,23.0,26.0,29.0,33.0,8
8,956,10,11.0,20.0,21.0,25.0,41.0,40
7,957,4,15.0,24.0,35.0,36.0,40.0,1
6,958,2,9.0,10.0,16.0,35.0,37.0,1
5,959,1,14.0,15.0,24.0,40.0,41.0,35
4,960,2,18.0,24.0,30.0,32.0,45.0,14
3,961,11,20.0,29.0,31.0,33.0,42.0,43
